x1;y1;x2;y2
-2.1770382479148176;-1.60387680419053;-2.138808909033662;-1.2858934111027243
-2.138808909033662;-1.2858934111027243;-2.1005238422528594;-0.9836810135031133
-2.1005238422528594;-0.9836810135031133;-2.110109040922972;-0.8167759552691248
-2.110109040922972;-0.8167759552691248;-2.1531309791391835;-0.6184403618585367
-2.1531309791391835;-0.6184403618585367;-2.290611706573991;-0.19869782475396738
3.225670127988245;-2.352358218935968;3.778546616387767;-3.0603811788286968
3.778546616387767;-3.0603811788286968;3.82073263611545;-3.108251444280355
3.82073263611545;-3.108251444280355;4.0672171344714805;-3.4723775379389066
1.7065275945979448;-3.802788252556833;1.5642542678283287;-3.5641056600972845
1.5642542678283287;-3.5641056600972845;1.4803280515669275;-3.3964761391686182
1.4803280515669275;-3.3964761391686182;1.417801348615079;-3.252753887017813
1.417801348615079;-3.252753887017813;1.3737763082123855;-3.1661527315943574
1.3737763082123855;-3.1661527315943574;1.3680920624894002;-3.146982334256112
1.3680920624894002;-3.146982334256112;1.0081455612727497;-2.065693905224972
0.2509705942451277;0.06244311110596535;0.2874166403506725;0.05965671614288301
0.2874166403506725;0.05965671614288301;0.31711961064759725;0.060827002024843375
0.31711961064759725;0.060827002024843375;0.3475470436349927;0.06539668976477359
0.3475470436349927;0.06539668976477359;0.36526851559452417;0.069743465905123
0.36526851559452417;0.069743465905123;0.38700239629973593;0.07698809280834515
0.38700239629973593;0.07698809280834515;0.40193747329692747;0.08350825701688941
0.40193747329692747;0.08350825701688941;0.43464975015329815;0.10351457284564348
0.43464975015329815;0.10351457284564348;0.4518139431203121;0.11911838463415296
0.4518139431203121;0.11911838463415296;0.46123195809247153;0.13059833187793413
0.46123195809247153;0.13059833187793413;0.4683651291959033;0.14185536752609418
0.4683651291959033;0.14185536752609418;0.4786747905559917;0.17272862370770165
0.4786747905559917;0.17272862370770165;0.4792877974476619;0.1888897144872437
0.4792877974476619;0.1888897144872437;0.47527538870198155;0.20973194880650636
0.47527538870198155;0.20973194880650636;0.47020414987091397;0.222214998236522
0.47020414987091397;0.222214998236522;0.4574424609438972;0.24199840246965498
0.4574424609438972;0.24199840246965498;0.43765905671249655;0.26172607879893306
0.43765905671249655;0.26172607879893306;0.41742982928688394;0.2758809652099659
0.41742982928688394;0.2758809652099659;0.38583211041554827;0.29109468170316866
0.38583211041554827;0.29109468170316866;0.3721230472014497;0.29588728103872
0.3721230472014497;0.29588728103872;0.33417234781630567;0.3046922891192092
0.33417234781630567;0.3046922891192092;0.3185685360280437;0.30630839819637146
0.3185685360280437;0.30630839819637146;0.30625267029523884;0.3075901398781222
0.30625267029523884;0.3075901398781222;0.27627106050180783;0.30764586777801745
0.27627106050180783;0.30764586777801745;0.256320472572454;0.30591830290106475
0.256320472572454;0.30591830290106475;0.23642561254250039;0.30274181264267574
0.23642561254250039;0.30274181264267574;0.21329853435624238;0.29705756692068036
0.21329853435624238;0.29705756692068036;0.19719317147461568;0.29165196069420124
0.19719317147461568;0.29165196069420124;0.17735403934381483;0.2830141363133976
0.17735403934381483;0.2830141363133976;0.1623075065480703;0.274766407223941
0.1623075065480703;0.274766407223941;0.1425241023164222;0.2606115208168679
0.1425241023164222;0.2606115208168679;0.1309326992735931;0.24857429457809446
0.1309326992735931;0.24857429457809446;0.12184905169684514;0.23915627960667746
0.12184905169684514;0.23915627960667746;0.11131647873965074;0.2221592703366268
0.11131647873965074;0.2221592703366268;0.1027343822562675;0.1940166812182065
0.1027343822562675;0.1940166812182065;0.1027343822562675;0.1736202700941457
0.1027343822562675;0.1736202700941457;0.10752698159107636;0.15422696116027912
0.10752698159107636;0.15422696116027912;0.11638771757096582;0.13644976129961509
0.11638771757096582;0.13644976129961509;0.1282577601098062;0.12073449371131523
0.1282577601098062;0.12073449371131523;0.14531049727851464;0.10474058663145877
0.14531049727851464;0.10474058663145877;0.1672672895805849;0.08997269332949817
0.1672672895805849;0.08997269332949817;0.194462504411676;0.07704382070428063
0.194462504411676;0.07704382070428063;0.22444411420510701;0.06757007783296844
0.22444411420510701;0.06757007783296844;0.2509705942451277;0.06244311110596535
0.9357550201547773;-1.8202125090534438;0.8776308212434208;-1.8415562944638437
0.8776308212434208;-1.8415562944638437;0.8438039864022627;-1.8650177400465031
0.8438039864022627;-1.8650177400465031;0.8172217784630894;-1.8985102074915075
0.8172217784630894;-1.8985102074915075;0.8080824029869411;-1.925148143332556
0.8080824029869411;-1.925148143332556;0.8081381308860939;-1.954126650937525
0.8081381308860939;-1.954126650937525;0.8184477922464298;-1.9827150632511472
0.8184477922464298;-1.9827150632511472;0.8396243939591241;-2.0101331896788492
0.8396243939591241;-2.0101331896788492;0.8746772425833752;-2.035879479129494
0.8746772425833752;-2.035879479129494;0.9202626641650683;-2.0547712369722233
0.9202626641650683;-2.0547712369722233;1.0081455612727497;-2.065693905224972
