x1;y1;x2;y2;proper
-9.67177192463471;-5.8505860785719905;-9.593910148376802;-5.202948621819171;0
-9.593910148376802;-5.202948621819171;-9.535457065617173;-4.247496096251175;1
-9.535457065617173;-4.247496096251175;-9.903087230778189;-2.988655045986516;1
1.3319357789962842;-7.375019776713683;3.045916366863817;-9.65616551904114;1
-1.7621050676533812;-10.32911372813188;-2.43982032426889;-9.032476801055656;0
-2.43982032426889;-9.032476801055656;-3.1845012485121;-6.791169955907737;1
-4.726641123179264;-2.4567887434350593;-4.35254139351815;-2.37313840947293;1
-4.35254139351815;-2.37313840947293;-4.306119430705614;-2.091088097511136;0
-4.306119430705614;-2.091088097511136;-4.614048000659738;-1.9574972656544285;1
-4.614048000659738;-1.9574972656544285;-4.947514325218082;-2.0531787195666737;0
-4.947514325218082;-2.0531787195666737;-5.000746355925379;-2.306059240712331;1
-5.000746355925379;-2.306059240712331;-4.726641123179264;-2.4567887434350593;1
-3.331939218424126;-6.291197471329717;-3.5733561252771016;-6.450666561188835;0
-3.5733561252771016;-6.450666561188835;-3.527728670385277;-6.678009327730776;0
-3.527728670385277;-6.678009327730776;-3.1845012485121;-6.791169955907737;0
-3.1845012485121;-6.791169955907737;-2.8536454499801733;-6.6486125346488425;0
-2.8536454499801733;-6.6486125346488425;-2.8974568867667956;-6.374280299643484;1
-2.8974568867667956;-6.374280299643484;-3.331939218424126;-6.291197471329717;1
-10.003762734482514;-5.596457044980582;-6.506338866226731;-5.955574625277052;1
-6.506338866226731;-5.955574625277052;-3.5918568097237884;-6.563940690498694;0
-3.9988718675403105;-4.464396758679381;-3.956308943200952;-4.937128971676341;1
-3.956308943200952;-4.937128971676341;-4.237905250630649;-5.157548169192135;0
-4.237905250630649;-5.157548169192135;-5.532158653944739;-5.3400579887634665;1
-5.532158653944739;-5.3400579887634665;-11.455215205023967;-5.3592396799974615;0
-6.432676631836158;3.944675077219004;-6.466726971307948;4.1691803154626825;1
-6.466726971307948;4.1691803154626825;-6.742534721027376;4.290399523986708;1
-6.742534721027376;4.290399523986708;-7.196879750710043;4.056246689551518;0
-7.196879750710043;4.056246689551518;-6.845480247363454;3.775331388910642;0
-6.845480247363454;3.775331388910642;-6.432676631836158;3.944675077219004;0
-9.868355884517579;-7.317247700737836;-9.67177192463471;-5.8505860785719905;0
-9.680511511766058;-7.440055925106308;-5.6296561259652105;-7.712685643134322;1
-5.6296561259652105;-7.712685643134322;-5.107210417339973;-8.276786267049847;1
-5.107210417339973;-8.276786267049847;-5.214695988938554;-9.051544991156753;1
-7.668022947864572;-7.543795959357554;-7.669271460311836;-7.986450372491319;1
-7.669271460311836;-7.986450372491319;-7.1201529857675085;-8.719440680183611;1
