0;0;1297,11;0;0;1134,27;290,758;0;774,815;0;1724,93;978,742;465,3;4259,56;0;0;241,274;327,204;0;529,017;0;0;0;0;284,377;0;325,18;0;0;0;0;0;0;0;0;0;0;0;0;0;132,2;832,132;0;358,26;704,111;0;938,337;510,621;104,619;0;0;0;944,685;98,2237;396,198;989;0;0;0;0;0;0;0;471,075;0;0;0;59,8666;0;236,734;139,05;173,462;0;19721,1
1128;0;0;227,062;0;0;0;0;0;1253,47;3678,88;0;0;4561,54;2683,85;1990,63;1159,58;2265,29;398,333;5103,11;988,464;2490,78;0;93,0491;0;144,666;170,256;0;773,833;262,099;0;243,791;172,354;0;1174,24;0;0;761,331;0;0;613,157;0;0;0;0;0;0;0;908,728;0;0;786,172;1946,67;0;509,05;1275,23;0;388,918;976,265;0;0;0;239,064;811,567;121,843;273,577;238,741;136,061;747,791;0;0;0;207,129;41904,6
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358,26;0;0;0;0;0;0;674,129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1032,39
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;667,804;0;0;0;0;0;0;547,488;299,06;74,0181;0;1118,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270,862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2977,35
0;0;0;0;0;0;0;0;0;0;0;0;0;1320,93;0;0;0;87,2161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667,804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;775,796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2851,75
0;0;0;0;0;0;0;0;0;0;0;0;0;0;207,549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207,549
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
